227,231,236,659,684,476,2974
367,423,369,1119,885,568,2928
536,462,343,1014,567,402,2949
243,234,249,458,596,475,2863
354,312,262,522,668,459,2812
251,214,170,507,447,283,2858
287,301,249,885,571,386,2891
208,235,211,497,443,298,2944
470,485,386,1066,520,372,2896
215,224,184,457,431,342,2863
331,278,263,454,483,318,2847
319,329,281,430,400,260,2885
282,298,240,447,358,222,2923
221,254,218,540,348,240,2944
209,292,206,716,408,312,2974
325,553,390,2160,1236,686,2949
259,352,384,1332,911,497,2863
429,424,328,856,642,382,2818
288,266,164,524,602,426,2759
279,212,206,304,352,197,2858
453,694,445,2648,1434,798,2964
473,716,493,3143,1640,814,2989
389,596,450,2936,1621,838,2949
980,797,647,625,228,150,2695
293,230,182,268,266,189,2801
378,353,265,472,337,227,2874
444,707,530,3346,1754,885,2969
161,153,10,358,140,124,2917
427,698,510,3053,1567,769,2907
413,607,412,2991,1533,782,2949
406,585,417,2600,1336,594,2917
269,416,330,1370,559,272,2721
235,195,171,255,200,139,2863
350,496,330,1535,785,473,2959
239,217,131,770,187,202,2740
260,231,244,439,287,231,2869
240,208,174,342,207,176,2863
552,821,527,3199,1651,823,2954
423,828,565,3508,1820,912,2944
354,576,419,2823,1425,660,2896
432,430,355,660,420,271,2869
483,859,567,3855,1869,961,2964
724,971,728,4058,2025,1040,2949
536,699,557,3210,1691,758,2964
356,402,351,1349,530,263,2863
339,274,172,574,195,126,2715
528,939,620,3572,1918,1058,2969
470,762,576,3407,1777,818,2984
345,561,356,2459,1305,670,2959
449,497,519,1101,1938,1198,2933
464,497,503,1245,1755,1035,2964
453,550,545,1448,2883,1794,2974
402,546,410,2851,2562,1420,3004
398,527,383,3198,2430,1234,2979
285,563,424,3348,2147,1130,3019
431,538,409,3497,2114,1018,2944
318,465,469,2650,2015,1028,2933
348,449,532,2230,2196,1144,2933
362,468,609,1661,2169,1258,2869
865,1007,1325,2036,2166,1304,2795
563,731,574,3663,1816,820,2896
229,330,349,1245,914,503,2896
538,673,905,1758,2562,1576,2902
484,661,764,1807,1994,1230,2928
208,358,278,1323,649,352,2974
194,368,269,1778,883,430,2954
259,400,313,2464,1447,675,2917
281,314,367,634,398,231,2874
511,592,532,1208,821,549,2835
456,557,412,3141,1522,698,2938
343,530,417,2948,1584,856,2907
417,493,663,1378,1871,1041,2847
294,412,361,1152,770,477,2880
306,518,347,2364,1188,546,2944
366,607,422,2628,1484,772,2928
445,581,455,2411,1477,746,2912
287,478,453,2007,1460,792,2896
395,519,639,1397,1479,924,2806
375,572,451,2526,1404,727,2955
346,532,491,2387,1743,920,2950
225,421,264,3497,1475,552,2875
335,502,511,3076,1527,618,2916
371,402,452,1495,1382,712,2752
503,661,635,1438,1212,828,2783
302,487,295,3998,1644,685,2951
224,405,238,3521,1559,555,2951
311,426,514,1794,1501,877,2813
271,419,465,1366,1398,882,2788
291,568,428,3233,1436,641,2847
252,426,269,3422,1477,598,2884
243,361,485,2701,1423,662,2875
321,443,490,1375,1428,927,2758
232,343,295,2979,1535,674,2907
309,425,660,2202,1601,778,2856
591,661,632,1961,1871,1089,2870
326,434,478,1130,1070,804,2763
397,440,428,1042,949,657,2907
445,665,511,3352,1677,771,2898
435,582,462,3610,1791,747,2920
399,503,375,3138,1610,639,2916
325,473,508,1631,1788,977,2778
396,529,417,3601,1686,685,2929
342,397,401,1065,1223,751,2803
471,598,685,1555,2092,1402,2893
204,372,291,3048,1609,687,2856
491,588,685,1399,1690,1183,2828
594,760,516,3035,1354,606,2893
235,453,265,3676,1720,687,2925
236,428,269,3574,1729,737,2920
440,572,402,3440,1664,681,2889
537,594,663,1488,1859,1231,2773
719,793,935,1690,1974,1359,2808
279,453,654,2776,1547,735,2856
568,610,746,1490,1750,1253,2889
485,652,679,1914,2048,1312,2964
270,461,345,3751,1789,803,2907
300,486,360,3538,1686,686,2920
245,414,298,3382,1628,660,2938
549,583,428,3671,1739,731,2911
426,441,494,2300,1726,758,2875
393,462,560,1645,1886,1121,2866
462,581,711,1523,1796,1285,2875
302,397,440,1012,970,583,2842
250,434,285,3292,1573,691,2925
415,345,395,718,921,727,2778
517,746,520,2424,1523,896,2875
520,664,455,2378,1392,740,2916
259,425,340,1788,1175,579,2938
286,430,402,1524,1080,616,2929
280,364,386,1192,1211,730,2929
367,373,401,571,857,639,2847
357,324,367,517,928,730,2704
352,398,376,1299,1107,733,2907
383,333,358,1069,865,611,2951
411,267,276,546,897,728,2818
244,232,265,444,730,542,2813
413,349,443,550,936,684,2832
259,326,326,747,777,581,2934
290,281,323,693,826,616,2916
263,284,289,636,883,612,2847
297,312,373,575,906,638,2813
299,303,308,725,783,535,2916
845,690,602,1478,1004,672,2916
420,435,344,930,775,585,2907
304,335,362,513,720,557,2813
288,299,333,542,675,502,2880
538,556,539,1215,966,707,2832
245,324,328,685,740,517,2956
350,372,297,849,799,547,2943
308,315,285,774,801,578,2920
273,271,273,507,496,368,2893
228,281,263,516,551,394,2880
181,211,207,526,490,366,2934
349,404,314,636,565,377,2898
353,248,260,378,547,352,2847
406,419,427,540,401,279,2758
320,319,350,441,412,270,2898
164,233,197,515,367,257,2943
378,548,402,2059,1379,667,2911
293,322,311,584,595,472,2768
241,249,176,307,288,230,2842
437,665,506,2395,1217,648,2951
2450,2482,2457,3639,1888,1076,2902
564,792,594,3329,1657,863,2977
488,731,577,3091,1735,874,2977
276,251,265,324,283,208,2870
499,720,499,2610,1207,636,2951
433,687,549,3075,1676,857,2960
442,687,507,2992,1513,775,2911
238,296,231,724,320,233,2715
452,420,425,575,493,251,2737
510,655,467,2975,1359,684,2916
508,790,519,3465,1745,821,2907
327,446,370,1730,781,439,2818
252,258,271,360,282,171,2832
235,177,222,302,220,198,2842
336,400,387,669,466,365,2837
277,284,231,763,345,222,2898
636,871,636,3955,1931,935,2951
351,455,378,2286,1122,536,2929
205,235,283,370,308,193,2856
396,506,382,1301,647,365,2920
346,477,364,1710,906,559,2943
442,658,450,2918,1533,700,2986
167,331,236,1525,691,276,2943
308,444,438,2440,1272,657,2911
310,324,299,1044,362,291,2823
189,224,199,314,196,180,2758
563,874,611,3128,1568,791,2934
465,606,545,3177,1623,803,2969
392,565,447,2433,1247,699,2929
300,295,298,340,267,176,2731
205,208,189,395,278,204,2898
422,549,502,1729,1121,666,2856
520,863,629,3762,2135,1082,2951
583,903,660,3828,1997,1081,2951
367,588,471,2620,1365,751,2969
295,436,412,1177,1208,758,2884
309,340,269,848,682,368,2851
531,568,505,833,936,617,2726
346,356,398,776,1229,762,2842
311,358,403,1254,1798,1086,2969
384,520,435,3132,2505,1398,2934
490,524,542,2150,1857,988,2808
440,548,612,1430,2250,1456,2925
397,556,537,2506,2422,1484,3015
352,540,515,3030,1926,980,2902
257,448,416,2595,1998,1016,2981
429,558,598,2903,2481,1315,2889
427,572,612,1648,2221,1272,2847
383,530,606,1120,1692,1082,2773
371,473,696,1259,2073,1281,2726
653,794,1037,1804,2778,1845,2710
550,820,973,2275,2753,1783,2916
366,587,477,3699,2196,1124,2938
234,471,411,3671,2125,1007,2956
309,521,440,3517,1980,935,2956
291,507,437,3394,1956,944,2947
295,520,433,2822,1908,933,2907
406,518,538,2497,2118,1163,2875
